task_idx,phase,epoch_in_phase,global_epoch,kappa,train_loss,val_loss,lr,til_avg,til_per_task,cil_stand_avg,cil_stand_per_task,cil_znorm_avg,cil_znorm_per_task
0,parallel,1,1,0.5,3.18647392388362,2.963070511817932,0.001,9.1,[9.1%],,,,
0,parallel,2,2,0.5,2.8809006654532854,2.8134043514728546,0.001,14.5,[14.5%],,,,
0,parallel,3,3,0.5,2.722357481148592,2.6207977011799812,0.001,22.1,[22.1%],,,,
0,parallel,4,4,0.5,2.6187930744924364,2.541745074093342,0.001,20.5,[20.5%],,,,
0,parallel,5,5,0.486861292547365,2.551745197575563,2.4763238355517387,0.001,25.1,[25.1%],,,,
0,parallel,6,6,0.4712862607002313,2.4679794334302283,2.3530265390872955,0.001,30.0,[30.0%],,,,
0,parallel,7,7,0.45603122885309755,2.39018974334571,2.2806502878665924,0.001,31.0,[31.0%],,,,
0,parallel,8,8,0.4410961970059637,2.295412226847023,2.268099695444107,0.001,32.1,[32.1%],,,,
0,parallel,9,9,0.42648116515883006,2.2395875173009885,2.198704808950424,0.001,34.1,[34.1%],,,,
0,parallel,10,10,0.4121861333116963,2.167638664792298,2.1335972398519516,0.001,35.3,[35.3%],,,,
0,parallel,11,11,0.3982111014645625,2.1167254766840844,2.1514758840203285,0.001,35.5,[35.5%],,,,
0,parallel,12,12,0.3845560696174287,2.084672104780841,1.9862201511859894,0.001,39.7,[39.7%],,,,
0,parallel,13,13,0.3712210377702949,2.0125744798380856,1.959458276629448,0.001,41.0,[41.0%],,,,
0,parallel,14,14,0.3582060059231612,1.9640693831595646,1.9035167917609215,0.001,43.8,[43.8%],,,,
0,parallel,15,15,0.3455109740760275,1.9302015501982088,1.8745584413409233,0.001,43.0,[43.0%],,,,
0,parallel,16,16,0.33313594222889364,1.891613478873186,1.8331344798207283,0.001,46.8,[46.8%],,,,
0,parallel,17,17,0.3210809103817599,1.84706398028477,1.8911446183919907,0.001,44.5,[44.5%],,,,
0,parallel,18,18,0.30934587853462614,1.8638221982178416,1.8819810673594475,0.001,43.6,[43.6%],,,,
0,parallel,19,19,0.29793084668749237,1.8158601818570665,1.9002668745815754,0.001,41.9,[41.9%],,,,
0,parallel,20,20,0.2868358148403586,1.7965404531758302,1.761099573224783,0.001,48.3,[48.3%],,,,
0,parallel,21,21,0.2760607829932249,1.7756047431071094,1.8478549048304558,0.001,44.6,[44.6%],,,,
0,parallel,22,22,0.2656057511460911,1.7362596707738889,1.7739540562033653,0.001,47.8,[47.8%],,,,
0,parallel,23,23,0.25547071929895737,1.7465740039849738,1.7626347243785858,0.001,48.1,[48.1%],,,,
0,parallel,24,24,0.24565568745182362,1.7271719981151021,1.773321658372879,0.001,47.2,[47.2%],,,,
0,parallel,25,25,0.23616065560468985,1.7112025827359243,1.7167567983269691,0.001,48.2,[48.2%],,,,
0,parallel,26,26,0.22698562375755615,1.7234744805439262,1.6807747147977352,0.001,48.9,[48.9%],,,,
0,parallel,27,27,0.21813059191042236,1.7179419584335036,1.7403906621038914,0.001,46.8,[46.8%],,,,
0,parallel,28,28,0.2095955600632886,1.7238449579591204,1.73091059923172,0.001,49.3,[49.3%],,,,
0,parallel,29,29,0.20138052821615482,1.6980981644551465,1.7282557636499405,0.001,47.7,[47.7%],,,,
0,parallel,30,30,0.19348549636902107,1.678409369128525,1.7377826906740665,0.001,48.1,[48.1%],,,,
0,parallel,31,31,0.1859104645218873,1.6955030085934195,1.7546119689941406,0.0003333333333333333,47.9,[47.9%],,,,
0,parallel,32,32,0.17865543267475353,1.6173269794245435,1.6977721154689789,0.0003333333333333333,49.7,[49.7%],,,,
0,parallel,33,33,0.17172040082761977,1.6275598866165064,1.7145575731992722,0.0003333333333333333,49.6,[49.6%],,,,
0,parallel,34,34,0.16510536898048606,1.6645848614395045,1.7175235152244568,0.0003333333333333333,50.3,[50.3%],,,,
0,parallel,35,35,0.1588103371333523,1.7136276337751157,1.7765858098864555,0.0003333333333333333,48.2,[48.2%],,,,
0,parallel,36,36,0.15283530528621853,1.7819153639920957,1.7922493070363998,0.0001111111111111111,48.2,[48.2%],,,,
0,parallel,37,37,0.14718027343908474,1.7999916403156937,1.8413427397608757,0.0001111111111111111,46.4,[46.4%],,,,
0,parallel,38,38,0.141845241591951,1.819493266427593,1.8581449463963509,0.0001111111111111111,45.8,[45.8%],,,,
0,parallel,39,39,0.13683020974481724,2.0301307454989974,2.0313753336668015,0.0001111111111111111,40.2,[40.2%],,,,
0,parallel,40,40,0.1321351778976835,2.0143712136396177,2.0383334904909134,0.0001111111111111111,42.3,[42.3%],,,,
0,parallel,41,41,0.12776014605054972,2.017952215140033,2.0399932488799095,0.0001111111111111111,41.4,[41.4%],,,,
0,parallel,42,42,0.12370511420341597,2.0897148346445364,2.124120406806469,0.0001111111111111111,37.3,[37.3%],,,,
0,parallel,43,43,0.1199700823562822,2.100242596523018,2.1417987421154976,0.0001111111111111111,38.8,[38.8%],,,,
0,parallel,44,44,0.11655505050914845,2.088983883523637,2.117639012634754,0.0001111111111111111,39.5,[39.5%],,,,
0,parallel,45,45,0.11346001866201469,2.0930144809613562,2.087675742805004,0.0001111111111111111,40.6,[40.6%],,,,
0,parallel,46,46,0.11068498681488094,2.0754686396592743,2.0944692566990852,0.0001111111111111111,40.2,[40.2%],,,,
0,parallel,47,47,0.10822995496774718,2.3148275089871353,2.3325644358992577,0.0001111111111111111,33.9,[33.9%],,,,
0,parallel,48,48,0.10609492312061342,2.247339083130952,2.199982650578022,0.0001111111111111111,36.0,[36.0%],,,,
0,parallel,49,49,0.10427989127347966,2.208976272564785,2.1911204755306244,0.0001111111111111111,36.6,[36.6%],,,,
0,parallel,50,50,0.1027848594263459,2.1699522642572973,2.152445286512375,0.0001111111111111111,37.7,[37.7%],,,,
0,parallel,51,51,0.10160982757921214,2.1238179480194286,2.121736951172352,0.0001111111111111111,37.8,[37.8%],,,,
0,parallel,52,52,0.10075479573207838,2.2173614213421087,2.1741855069994926,0.0001111111111111111,37.7,[37.7%],,,,
0,parallel,53,53,0.10021976388494463,2.1392232506138504,2.143755115568638,0.0001111111111111111,37.2,[37.2%],,,,
0,parallel,54,54,0.10000473203781086,2.1104597134195315,2.1091084629297256,0.0001111111111111111,39.1,[39.1%],,,,
0,parallel,55,55,0.1,2.090022776536881,2.094527989625931,0.0001111111111111111,39.2,[39.2%],,,,
0,weights,1,56,0.1,2.0588172013592567,2.0813821479678154,0.0001111111111111111,39.4,[39.4%],,,,
0,weights,2,57,0.1,2.0493047875203905,2.0577160492539406,0.0001111111111111111,39.6,[39.6%],,,,
0,weights,3,58,0.1,2.030842207039997,2.051886387169361,0.0001111111111111111,40.7,[40.7%],,,,
0,weights,4,59,0.1,2.0163559389721817,2.0390966683626175,0.0001111111111111111,40.9,[40.9%],,,,
0,weights,5,60,0.1,2.0041636122260122,2.0238452181220055,0.0001111111111111111,40.8,[40.8%],,,,
0,weights,6,61,0.1,1.9850934538871619,2.006570279598236,0.0001111111111111111,42.1,[42.1%],,,,
0,weights,7,62,0.1,1.9900563203605117,2.010887026786804,0.0001111111111111111,41.9,[41.9%],,,,
0,weights,8,63,0.1,1.9649866447327242,2.0076321586966515,0.0001111111111111111,41.9,[41.9%],,,,
