task_idx,phase,epoch_in_phase,global_epoch,kappa,train_loss,val_loss,lr,til_avg,til_per_task,cil_stand_avg,cil_stand_per_task,cil_znorm_avg,cil_znorm_per_task
0,parallel,1,1,0.5,2.2619389414787294,1.6189773678779602,0.001,28.8,[28.8%],,,,
0,parallel,2,2,0.5,1.5283675581216811,1.3896868228912354,0.001,47.6,[47.6%],,,,
0,parallel,3,3,0.5,1.34057437479496,1.1910310164093971,0.001,53.2,[53.2%],,,,
0,parallel,4,4,0.5,1.1224186152219773,1.195392269641161,0.001,51.2,[51.2%],,,,
0,parallel,5,5,0.49560501500000004,1.03220334649086,1.0133026093244553,0.001,59.2,[59.2%],,,,
0,parallel,6,6,0.478245375,0.9786215633153915,1.0036835744976997,0.001,53.2,[53.2%],,,,
0,parallel,7,7,0.461238215,1.0189633592963219,0.9241929352283478,0.001,62.2,[62.2%],,,,
0,parallel,8,8,0.4445835350000001,0.8877076074481011,0.8839147761464119,0.001,62.4,[62.4%],,,,
0,parallel,9,9,0.42828133500000004,0.8741711348295211,0.8945042453706264,0.001,62.6,[62.6%],,,,
0,parallel,10,10,0.412331615,0.8102907210588455,0.9642944727092981,0.001,60.8,[60.8%],,,,
0,parallel,11,11,0.39673437500000003,0.8122534632682801,0.9662486035376787,0.001,58.6,[58.6%],,,,
0,parallel,12,12,0.38148961499999995,0.8005710184574127,1.002616111189127,0.001,60.0,[60.0%],,,,
0,parallel,13,13,0.36659733499999997,0.8350352972745896,0.9744953848421574,0.0003333333333333333,61.2,[61.2%],,,,
0,parallel,14,14,0.352057535,0.7500524610280991,0.9497956652194262,0.0003333333333333333,63.0,[63.0%],,,,
0,parallel,15,15,0.33787021500000003,0.6980182833969593,0.7770836763083935,0.0003333333333333333,68.6,[68.6%],,,,
0,parallel,16,16,0.324035375,0.6842045247554779,0.7650853730738163,0.0003333333333333333,68.4,[68.4%],,,,
0,parallel,17,17,0.310553015,0.6912551924586297,0.7524782456457615,0.0003333333333333333,71.0,[71.0%],,,,
0,parallel,18,18,0.29742313499999995,0.6785063110291958,0.8089372739195824,0.0003333333333333333,68.4,[68.4%],,,,
0,parallel,19,19,0.28464573500000007,0.6802270337939262,0.8456128975376487,0.0003333333333333333,67.6,[67.6%],,,,
0,parallel,20,20,0.272220815,0.7056947082281113,0.7738368958234787,0.0003333333333333333,69.4,[69.4%],,,,
0,parallel,21,21,0.26014837500000004,0.7428948819637299,0.8069416284561157,0.0003333333333333333,67.8,[67.8%],,,,
0,parallel,22,22,0.248428415,0.7193853557109833,0.7735444195568562,0.0001111111111111111,68.8,[68.8%],,,,
0,parallel,23,23,0.23706093499999997,0.6756907224655151,0.7925834748893976,0.0001111111111111111,69.0,[69.0%],,,,
0,parallel,24,24,0.22604593499999998,0.7659750446677208,0.8641176447272301,0.0001111111111111111,67.2,[67.2%],,,,
0,parallel,25,25,0.21538341499999997,0.8012129247188569,0.9473704695701599,0.0001111111111111111,64.6,[64.6%],,,,
0,parallel,26,26,0.20507337499999995,0.790711610019207,0.8811897858977318,0.0001111111111111111,66.8,[66.8%],,,,
0,parallel,27,27,0.19511581499999997,0.8429226510226726,0.9195386357605457,0.0001111111111111111,65.2,[65.2%],,,,
0,parallel,28,28,0.18551073499999993,0.86637914031744,0.9555758200585842,0.0001111111111111111,63.6,[63.6%],,,,
0,parallel,29,29,0.17625813499999998,0.8213477626442909,0.9509187079966068,0.0001111111111111111,62.4,[62.4%],,,,
0,parallel,30,30,0.16735801499999997,0.9294588893651963,1.0051339268684387,0.0001111111111111111,63.4,[63.4%],,,,
0,parallel,31,31,0.158810375,0.9030396625399589,0.9783428311347961,0.0001111111111111111,66.0,[66.0%],,,,
0,parallel,32,32,0.15061521499999997,1.0343592926859855,1.0183789879083633,0.0001111111111111111,63.8,[63.8%],,,,
0,parallel,33,33,0.14277253500000003,0.9946623802185058,1.0405923202633858,0.0001111111111111111,64.6,[64.6%],,,,
