task_idx,phase,epoch_in_phase,global_epoch,kappa,train_loss,val_loss,lr,til_avg,til_per_task,cil_stand_avg,cil_stand_per_task,cil_znorm_avg,cil_znorm_per_task
0,parallel,1,1,0.125,3.4749632002432134,2.642169490456581,0.001,13,[13%],,,,
0,parallel,2,2,0.125,2.470304972008814,2.3849936425685883,0.001,13,[13%],,,,
0,parallel,3,3,0.125,2.3636692234232455,2.3447235822677612,0.001,13,[13%],,,,
0,parallel,4,4,0.125,2.33895824227152,2.330411821603775,0.001,13,[13%],,,,
0,parallel,5,5,0.125,2.328459612930877,2.32467021048069,0.001,13,[13%],,,,
0,parallel,6,6,0.125,2.322091226336322,2.3154242634773254,0.001,13,[13%],,,,
0,parallel,7,7,0.125,2.3199064490161363,2.315740466117859,0.001,13,[13%],,,,
0,parallel,8,8,0.125,2.3072452967679955,2.290713608264923,0.001,18.2,[18.2%],,,,
0,parallel,9,9,0.125,2.272896473920798,2.261652246117592,0.001,21.1,[21.1%],,,,
0,parallel,10,10,0.125,2.2370603024205074,2.2011424005031586,0.001,21.7,[21.7%],,,,
0,parallel,11,11,0.125,2.2018397548530677,2.1737021803855896,0.001,24.2,[24.2%],,,,
0,parallel,12,12,0.125,2.1956189795385432,2.199172168970108,0.001,18.5,[18.5%],,,,
0,parallel,13,13,0.125,2.175468315052081,2.152788758277893,0.001,25.7,[25.7%],,,,
0,parallel,14,14,0.125,2.143390628355968,2.1086757704615593,0.001,24.8,[24.8%],,,,
0,parallel,15,15,0.125,2.1211321746246723,2.059711739420891,0.001,28.3,[28.3%],,,,
0,parallel,16,16,0.125,2.086347567884228,2.0606708228588104,0.001,28.5,[28.5%],,,,
0,parallel,17,17,0.125,2.0592536337767977,1.9959387555718422,0.001,31.2,[31.2%],,,,
0,parallel,18,18,0.125,2.0255933245526085,2.0032252222299576,0.001,31.8,[31.8%],,,,
0,parallel,19,19,0.125,1.9934591432160969,1.9542212560772896,0.001,31.1,[31.1%],,,,
0,parallel,20,20,0.125,1.9432055331483673,1.8870840817689896,0.001,34.6,[34.6%],,,,
0,parallel,21,21,0.125,1.8979699475855767,1.8875174596905708,0.001,34.5,[34.5%],,,,
0,parallel,22,22,0.125,1.8712799503833433,1.7956026047468185,0.001,40.4,[40.4%],,,,
0,parallel,23,23,0.125,1.8080948727040351,1.7669255062937737,0.001,39.2,[39.2%],,,,
0,parallel,24,24,0.125,1.7686897063557105,1.6837230399250984,0.001,46.6,[46.6%],,,,
0,parallel,25,25,0.125,1.7289847180813174,1.7143258079886436,0.001,42.2,[42.2%],,,,
0,parallel,26,26,0.125,1.6993334142467644,1.66741643846035,0.001,43.9,[43.9%],,,,
0,parallel,27,27,0.125,1.654442764535735,1.6005782634019852,0.001,46.9,[46.9%],,,,
0,parallel,28,28,0.125,1.5788393262066418,1.6037636324763298,0.001,45.6,[45.6%],,,,
0,parallel,29,29,0.125,1.5536757541608206,1.4901286363601685,0.001,52.4,[52.4%],,,,
0,parallel,30,30,0.125,1.5229501678973814,1.4982762411236763,0.001,52.4,[52.4%],,,,
0,parallel,31,31,0.125,1.4888845078552826,1.4797445982694626,0.001,51.3,[51.3%],,,,
0,parallel,32,32,0.125,1.4704539806027956,1.5271097756922245,0.001,50.9,[50.9%],,,,
0,parallel,33,33,0.125,1.4290217704410795,1.463302619755268,0.001,53.4,[53.4%],,,,
0,parallel,34,34,0.125,1.3756506156317796,1.4327057860791683,0.001,53.8,[53.8%],,,,
0,parallel,35,35,0.125,1.3737825185437746,1.3953792229294777,0.001,54,[54%],,,,
0,parallel,36,36,0.125,1.3603398407561869,1.3780275881290436,0.001,55.1,[55.1%],,,,
0,parallel,37,37,0.125,1.308723647383195,1.3759463168680668,0.001,55.9,[55.9%],,,,
0,parallel,38,38,0.125,1.2852204864538168,1.3830765150487423,0.001,55.3,[55.3%],,,,
0,parallel,39,39,0.125,1.2944740758666509,1.324211973696947,0.001,57.3,[57.3%],,,,
0,parallel,40,40,0.125,1.2542105754719506,1.3865726999938488,0.001,54.7,[54.7%],,,,
0,parallel,41,41,0.125,1.2310475012924098,1.2426076754927635,0.001,60.3,[60.3%],,,,
0,parallel,42,42,0.125,1.19535964501055,1.2830867394804955,0.001,58.6,[58.6%],,,,
0,parallel,43,43,0.125,1.1982910278477246,1.2689713425934315,0.001,58.7,[58.7%],,,,
0,parallel,44,44,0.125,1.1755773568455177,1.2430030219256878,0.001,60.7,[60.7%],,,,
0,parallel,45,45,0.125,1.1572842115088353,1.253179231658578,0.001,60.5,[60.5%],,,,
0,parallel,46,46,0.125,1.1554929772509803,1.2004366051405668,0.001,62.1,[62.1%],,,,
0,parallel,47,47,0.125,1.10169451297084,1.2097047083079815,0.001,64,[64%],,,,
0,parallel,48,48,0.125,1.1072944500778295,1.1807931046932936,0.001,62.7,[62.7%],,,,
0,parallel,49,49,0.125,1.0936786826652816,1.1750290431082249,0.001,60.9,[60.9%],,,,
0,parallel,50,50,0.125,1.070552300803269,1.1489998139441013,0.001,64,[64%],,,,
