task_idx,phase,epoch_in_phase,global_epoch,kappa,train_loss,val_loss,lr,til_avg,til_per_task,cil_stand_avg,cil_stand_per_task,cil_znorm_avg,cil_znorm_per_task
0,parallel,1,1,0.5,2.696082743,2.346944839,0.001,10,[10.0%],,,,
0,parallel,2,2,0.5,2.289365542,2.201566458,0.001,23.2,[23.2%],,,,
0,parallel,3,3,0.5,2.157398933,2.049371198,0.001,26,[26.0%],,,,
0,parallel,4,4,0.5,2.045829325,1.982673228,0.001,26.2,[26.2%],,,,
0,parallel,5,5,0.488916167,1.951902983,1.917546347,0.001,32.2,[32.2%],,,,
0,parallel,6,6,0.471691496,1.901274571,1.893698767,0.001,32,[32.0%],,,,
0,parallel,7,7,0.454819304,1.865992619,1.823128507,0.001,33.8,[33.8%],,,,
0,parallel,8,8,0.438299593,1.84425633,1.815839097,0.001,35.8,[35.8%],,,,
0,parallel,9,9,0.422132362,1.786444137,1.799386285,0.001,31.6,[31.6%],,,,
0,parallel,10,10,0.40631761,1.76420843,1.767037466,0.001,38,[38.0%],,,,
0,parallel,11,11,0.390855339,1.71196413,1.852794066,0.001,33.6,[33.6%],,,,
0,parallel,12,12,0.375745548,1.696931258,1.685468264,0.001,41.2,[41.2%],,,,
0,parallel,13,13,0.360988236,1.660154904,1.579570659,0.001,43,[43.0%],,,,
0,parallel,14,14,0.346583405,1.610130185,1.665137067,0.001,42,[42.0%],,,,
0,parallel,15,15,0.332531053,1.596213869,1.546279579,0.001,47.8,[47.8%],,,,
0,parallel,16,16,0.318831182,1.553197829,1.557966821,0.001,46.2,[46.2%],,,,
0,parallel,17,17,0.305483791,1.540489325,1.563142739,0.001,43.8,[43.8%],,,,
0,parallel,18,18,0.292488879,1.527191954,1.49967666,0.001,46,[46.0%],,,,
0,parallel,19,19,0.279846448,1.482754623,1.547827154,0.001,45,[45.0%],,,,
0,parallel,20,20,0.267556496,1.517545721,1.717981726,0.001,37.8,[37.8%],,,,
0,parallel,21,21,0.255619025,1.492262652,1.49109292,0.001,46.6,[46.6%],,,,
0,parallel,22,22,0.244034034,1.475017095,1.506933562,0.001,46.8,[46.8%],,,,
0,parallel,23,23,0.232801522,1.557611585,1.495513052,0.001,48.4,[48.4%],,,,
0,parallel,24,24,0.221921491,1.458908909,1.462460123,0.001,49.8,[49.8%],,,,
0,parallel,25,25,0.211393939,1.492222112,1.431562491,0.001,50,[50.0%],,,,
0,parallel,26,26,0.201218868,1.484994362,1.455924284,0.001,49,[49.0%],,,,
0,parallel,27,27,0.191396277,1.459644573,1.446442463,0.001,47.8,[47.8%],,,,
0,parallel,28,28,0.181926165,1.482865721,1.44304312,0.001,49.8,[49.8%],,,,
0,parallel,29,29,0.172808534,1.470672902,1.396461211,0.001,52,[52.0%],,,,
0,parallel,30,30,0.164043382,1.478553318,1.473464675,0.001,50.4,[50.4%],,,,
0,parallel,31,31,0.155630711,1.467654992,1.507612973,0.001,45.6,[45.6%],,,,
0,parallel,32,32,0.14757052,1.465355337,1.402613498,0.001,51.6,[51.6%],,,,
0,parallel,33,33,0.139862808,1.471828147,1.503114119,0.001,47.6,[47.6%],,,,
0,parallel,34,34,0.132507577,1.494987577,1.600821927,0.000333333,44,[44.0%],,,,
0,parallel,35,35,0.125504826,1.409434571,1.400718875,0.000333333,51.8,[51.8%],,,,
0,parallel,36,36,0.118854554,1.607606272,1.535783239,0.000333333,47.6,[47.6%],,,,
0,parallel,37,37,0.112556763,1.561591405,1.538965583,0.000333333,46,[46.0%],,,,
0,parallel,38,38,0.106611451,1.657565461,1.623083472,0.000333333,45.4,[45.4%],,,,
0,parallel,39,39,0.10101862,1.646131283,1.662571646,0.000111111,43.8,[43.8%],,,,
0,parallel,40,40,0.095778269,1.652777225,1.64943362,0.000111111,45.8,[45.8%],,,,
0,parallel,41,41,0.090890397,1.908903516,1.828750491,0.000111111,39.6,[39.6%],,,,
0,parallel,42,42,0.086355006,1.845357294,1.804661497,0.000111111,39.4,[39.4%],,,,
0,parallel,43,43,0.082172094,1.853742473,1.82187508,0.000111111,40.6,[40.6%],,,,
0,parallel,44,44,0.078341663,1.852356361,1.825636819,0.000111111,39.8,[39.8%],,,,
0,parallel,45,45,0.074863712,2.184153309,2.088819638,0.000111111,29.4,[29.4%],,,,
0,parallel,46,46,0.07173824,2.089291862,2.050930709,0.000111111,32,[32.0%],,,,
0,parallel,47,47,0.068965249,2.140462376,2.123484179,0.000111111,31,[31.0%],,,,
0,parallel,48,48,0.066544737,2.098835554,2.0645089,0.000111111,35,[35.0%],,,,
0,parallel,49,49,0.064476706,2.072500003,2.054774567,0.000111111,35.4,[35.4%],,,,
0,parallel,50,50,0.062761155,2.075452483,2.055511966,0.000111111,34.8,[34.8%],,,,
0,parallel,51,51,0.061398083,2.260575207,2.193859503,0.000111111,24.8,[24.8%],,,,
0,parallel,52,52,0.060387492,2.193218838,2.172194242,0.000111111,27.6,[27.6%],,,,
0,parallel,53,53,0.05972938,2.149729409,2.119341359,0.000111111,30.8,[30.8%],,,,
0,parallel,54,54,0.059423749,2.116348709,2.075699806,0.000111111,30.2,[30.2%],,,,
0,parallel,55,55,0.0594,2.086764758,2.042896181,0.000111111,32.6,[32.6%],,,,
0,weights,1,56,0.0594,2.065270294,2.01882273,0.000111111,33.4,[33.4%],,,,
0,weights,2,57,0.0594,2.032979854,1.996798575,0.000111111,36.2,[36.2%],,,,
0,weights,3,58,0.0594,2.015255014,1.980647013,0.000111111,36.4,[36.4%],,,,
0,weights,4,59,0.0594,1.997588571,1.961790845,0.000111111,38.2,[38.2%],,,,
0,weights,5,60,0.0594,1.984315521,1.94486855,0.000111111,37.8,[37.8%],,,,
0,weights,6,61,0.0594,1.963178651,1.931598753,0.000111111,37.8,[37.8%],,,,
0,weights,7,62,0.0594,1.940961187,1.908267766,0.000111111,37,[37.0%],,,,
0,weights,8,63,0.0594,1.934415476,1.889933169,0.000111111,38,[38.0%],,,,
0,weights,9,64,0.0594,1.910504196,1.875322014,0.000111111,38.4,[38.4%],,,,
0,weights,10,65,0.0594,1.906186828,1.860611752,0.000111111,40.8,[40.8%],,,,
0,weights,11,66,0.0594,1.882284546,1.854973122,0.000111111,39.8,[39.8%],,,,
0,weights,12,67,0.0594,1.898037846,1.845012486,0.000111111,39.8,[39.8%],,,,
0,weights,13,68,0.0594,1.875019039,1.824826241,0.000111111,39.8,[39.8%],,,,
0,weights,14,69,0.0594,1.867048226,1.818596587,0.000111111,39.8,[39.8%],,,,
0,weights,15,70,0.0594,1.847480347,1.81049639,0.000111111,39.8,[39.8%],,,,
0,weights,16,71,0.0594,1.846288082,1.799951695,0.000111111,42,[42.0%],,,,
0,weights,17,72,0.0594,1.827355967,1.792011827,0.000111111,40.4,[40.4%],,,,
0,weights,18,73,0.0594,1.823963657,1.783716112,0.000111111,40.8,[40.8%],,,,
0,weights,19,74,0.0594,1.814878954,1.77419655,0.000111111,40,[40.0%],,,,
0,weights,20,75,0.0594,1.816480717,1.767978691,0.000111111,41.6,[41.6%],,,,
0,weights,21,76,0.0594,1.803694496,1.761808664,0.000111111,40.6,[40.6%],,,,
0,weights,22,77,0.0594,1.793302249,1.760335758,0.000111111,42.2,[42.2%],,,,
0,weights,23,78,0.0594,1.795234009,1.752939761,0.000111111,42.4,[42.4%],,,,
0,weights,24,79,0.0594,1.77530248,1.744433478,0.000111111,41.8,[41.8%],,,,
0,weights,25,80,0.0594,1.776131407,1.74319943,0.000111111,41.6,[41.6%],41.6,[41.6%],44.6,[44.6%]
1,parallel,1,1,0.5,3.39098777,2.348880649,0.000111111,25.8,"[41.6%, 10.0%]",,,,
1,parallel,2,2,0.5,2.335014808,2.315011531,0.000111111,27.3,"[41.6%, 13.0%]",,,,
1,parallel,3,3,0.5,2.290508699,2.223727763,0.000111111,30.4,"[41.6%, 19.2%]",,,,
1,parallel,4,4,0.5,2.192551393,2.070010036,0.000111111,35.8,"[41.6%, 30.0%]",,,,
1,parallel,5,5,0.488889952,2.119722727,2.021807939,0.000111111,34.5,"[41.6%, 27.4%]",,,,
1,parallel,6,6,0.471624541,2.029254026,1.955666304,0.000111111,36.6,"[41.6%, 31.6%]",,,,
1,parallel,7,7,0.454712443,1.989044641,1.889698908,0.000111111,38.3,"[41.6%, 35.0%]",,,,
1,parallel,8,8,0.43815366,1.899010756,1.823929802,0.000111111,38.2,"[41.6%, 34.8%]",,,,
1,parallel,9,9,0.42194819,1.834389656,1.814885125,0.000111111,40.5,"[41.6%, 39.4%]",,,,
1,parallel,10,10,0.406096033,1.812453985,1.793662056,0.000111111,39.2,"[41.6%, 36.8%]",,,,
1,parallel,11,11,0.39059719,1.765941967,1.691405609,0.000111111,41.8,"[41.6%, 42.0%]",,,,
1,parallel,12,12,0.375451661,1.731060558,1.675157771,0.000111111,41.7,"[41.6%, 41.8%]",,,,
1,parallel,13,13,0.360659446,1.705153956,1.634648591,0.000111111,43.5,"[41.6%, 45.4%]",,,,
1,parallel,14,14,0.346220544,1.648953245,1.618463099,0.000111111,43.2,"[41.6%, 44.8%]",,,,
1,parallel,15,15,0.332134957,1.64893107,1.586628348,0.000111111,44.1,"[41.6%, 46.6%]",,,,
1,parallel,16,16,0.318402682,1.62172777,1.523202956,0.000111111,45.6,"[41.6%, 49.6%]",,,,
1,parallel,17,17,0.305023722,1.588567996,1.587933272,0.000111111,44.3,"[41.6%, 47.0%]",,,,
1,parallel,18,18,0.291998075,1.611983281,1.596755549,0.000111111,43.6,"[41.6%, 45.6%]",,,,
1,parallel,19,19,0.279325742,1.579314796,1.576339193,0.000111111,43.9,"[41.6%, 46.2%]",,,,
1,parallel,20,20,0.267006722,1.541146337,1.48164244,0.000111111,45.3,"[41.6%, 49.0%]",,,,
1,parallel,21,21,0.255041016,1.549708125,1.467576772,0.000111111,45.3,"[41.6%, 49.0%]",,,,
1,parallel,22,22,0.243428624,1.515057481,1.452235833,0.000111111,46,"[41.6%, 50.4%]",,,,
1,parallel,23,23,0.232169546,1.541334768,1.49020455,0.000111111,45.4,"[41.6%, 49.2%]",,,,
